Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Debut,Age,Seasons,NHLid,CorsicaID,H-Ref Name,Last Name,First Name,Position,Team,GP,G,A,A1,PTS,Rnk,Gap,PTS/GP,PAX,GC,+/-,E+/-,PIM,Shifts,TOI,TOI,TOI,TOI,TOI/GP,TOI%,IPP%,iCF,iCF,iCF,iFF,iFF,iSF,iSCF,iHDCF,iRush,iReb,iDS,ixG,sDist,Pass,TOff,TOff/60,OZS,NZS,DZS,ZS%,iHF,iHF,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,BLK%,iFOW,iFOL,FO%,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,Hat,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPENT2,iPENT5,iPEND,iPEND2,iPEND5,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,GF,GA,SH%,SV%,PDO,CF,CA,FF,FA,SF,SA,GF,GA,SCF,SCA,HDCF,HDCA,HDGF,HDGA,PENT,PEND,OPS,DPS,PS,GS,GS/G,Star,OWAR,DWAR,WAR,SOS,SOG,SOGDG,Grit,DAP,Pres,CPP,CPP,Pace,MGL,Injuries,CHIP,NMC,Status,Salary,Cap Hit,GP,G,A,PTS,+/-,PIM,Shot,TOI,OPS,DPS,PS,
1991-07-23,Novokuznetsk,,RUS,RUS,71,212,2009,2,55,L,2011,26,6,8475200,DMITRY.ORLOV,Dmitry Orlov,Orlov,Dmitry,D,WSH,82,10,21,6,31,8,56,0.38,4.1,11.2,10,-0.6,22,2093,113794,1896.6,1896.83,1897,23.13,38.32,34.80%,243,243,243,167,167,125,95,12,7,13,20,5.97,48.864,79.5,322.5,10.2,480,701,589,44.90%,128,128,78,50,42,51,54,116,7.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,1,0,0,5,0,3,2,37,5,0,44,17,0,0,59,11,21,12,12,0,20,20,0,10,12.9,11,0,0,0,0,1688,1826,1245,1365,875,938,79.97,90.99,89,87,10.20%,0.907,1.009,1691,1827,1247,1365,879,937,89,87,875,947,312,399,42,59,127,110,1.8,4.4,6.2,34.9,0.43,2.413,0.27,0.43,0.7,,,,266,16.5,4.10%,28.8,33.6,111.2,,,,,UFA,"$6,500,000","$5,100,000",365,30,94,124,53,136,451,6958,8.2,17.9,26.1,28.8
1991-09-06,Biddeford,ME,USA,USA,76,207,2009,2,51,L,2013,26,5,8475208,BRIAN.DUMOULIN,Brian Dumoulin,Dumoulin,Brian,D,PIT,80,5,13,7,18,13,80,0.23,1.8,6.3,-5,7.8,30,2244,98964,1649.4,1649.38,1649,20.62,34.29,28.10%,213,213,213,142,142,102,69,9,2,11,13,5.19,52.6373,157.2,370.2,13.5,560,690,676,45.30%,101,101,157,-56,40,43,35,132,9.90%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,1,0,0,5,35,4,0,19,19,0,0,60,15,11,15,15,0,11,11,0,-4,2.4,15,0,0,0,0,1528,1627,1170,1207,854,907,76.55,83.27,64,95,7.50%,0.895,0.97,1522,1624,1166,1205,850,905,65,95,802,831,308,345,33,55,117,114,0.3,3,3.3,33.4,0.42,0.9332,1.35,-0.25,1.11,,,,263,9.1,1.90%,15,18.5,114.8,2,Concussion,100,,UFA,"$4,100,000","$4,100,000",243,7,44,51,7,64,288,4820,0.2,9.1,9.4,15
1990-01-07,St. Louis,MO,USA,USA,70,183,2009,4,100,R,2015,28,3,8475227,CHRIS.WIDEMAN,Chris Wideman,Wideman,Chris,D,OTT,16,3,5,0,8,19,54,0.5,4.6,3,5,2.4,6,279,11094,184.9,184.9,185,11.56,19.27,61.50%,45,45,45,32,32,24,17,3,2,4,6,1.34,43.5833,0,45,14.6,93,56,44,67.90%,17,17,26,-9,8,9,0,9,7.10%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,7,2,0,8,2,0,0,12,3,2,4,4,0,3,3,0,-1,-0.1,3,0,0,0,0,206,149,165,118,120,80,11.22,6.49,13,5,10.80%,0.938,1.046,209,147,167,116,122,79,13,5,104,64,38,25,5,3,16,15,0.9,0.8,1.7,8.6,0.54,0.1587,0.14,0,0.14,,,,32,5.7,7.10%,7.4,8,115.2,4,Neck,195,,UFA,"$800,000","$800,000",156,14,24,38,16,86,234,2139,3.1,5.5,8.6,7.4
1997-12-21,Long Beach,NY,USA,USA,72,208,2016,1,14,R,2017,20,1,8479325,CHARLIE.MCAVOY,Charlie McAvoy,McAvoy,Charlie,D,BOS,63,7,25,10,32,10,53,0.51,0,10.9,20,10.1,53,1666,83717,1395.3,1395.28,1395,22.15,36.75,40.50%,187,187,187,122,122,77,64,9,4,15,19,4.79,47.6104,205.3,392.3,16.9,532,482,402,57.00%,133,132,163,-31,45,44,22,80,8.60%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,2,1,0,0,3,0,1,3,41,4,0,26,11,0,0,36,25,12,25,24,1,13,12,1,-13,-4.9,24,1,0,0,0,1417,1132,1058,853,744,620,67.72,53.5,79,52,10.60%,0.916,1.022,1420,1133,1063,853,751,620,79,52,734,570,255,234,38,27,94,93,2.3,4.5,6.8,42.9,0.68,3.4004,0.19,0.88,1.08,3,2,2,267,6.5,3.50%,26.7,31,109.6,4,Knee,195,,RFA,"$925,000","$916,667",63,7,25,32,20,53,77,1395,2.3,4.5,6.8,26.7
1990-10-22,St. Hyacinthe,QC,CAN,CAN,74,227,2009,4,94,R,2011,27,7,8475233,DAVID.SAVARD,David Savard,Savard,David,D,CBJ,81,4,12,8,16,15,66,0.2,-11.1,5.7,2,-2.4,32,1984,94187,1569.8,1569.75,1570,19.38,32.4,22.90%,270,271,271,189,189,145,74,10,1,18,19,5.66,49.669,182.5,452.5,17.3,434,446,659,39.70%,144,144,106,38,44,27,24,143,10.10%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,1,0,1,0,2,4,38,6,0,23,30,1,1,84,16,4,16,16,0,4,4,0,-12,-5.8,16,0,0,0,0,1406,1727,1082,1271,796,927,68.53,90.2,70,95,8.80%,0.898,0.985,1406,1729,1082,1274,795,929,70,95,692,887,267,331,37,48,90,85,0.1,3.4,3.5,26.4,0.33,1.2321,-0.08,-0.22,-0.3,,,,319,10.5,1.70%,12.8,14.8,119.8,,,,,UFA,"$4,000,000","$4,250,000",407,32,93,125,27,236,612,8388,7.1,19.1,26.2,12.8
1990-02-23,Edmonton,AB,CAN,CAN,74,205,2009,3,83,L,2013,27,5,8475246,KEVIN.CONNAUTON,Kevin Connauton,Connauton,Kevin,D,ARI,73,11,10,2,21,9,44,0.29,2.7,8.5,3,-7.5,20,1566,66472,1107.9,1107.87,1108,15.18,25.5,46.70%,225,226,226,147,148,102,57,10,2,8,10,4.47,47.3137,44.6,269.6,14.6,311,366,358,46.50%,116,116,96,20,46,32,13,72,6.90%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,10,0,1,3,42,4,0,25,9,0,0,64,10,7,10,10,0,7,7,0,-3,1.9,10,0,0,0,0,1030,1261,720,970,494,663,37.32,56.7,45,47,9.10%,0.929,1.02,1042,1262,727,971,501,665,46,48,458,604,172,246,20,31,49,66,1.9,3.1,5,15.6,0.21,2.2132,0.58,-1,-0.42,,,,208,12.9,6.30%,19,21.4,124.1,4,Undisclosed,195,NMC,UFA,"$1,050,000","$1,000,000",260,26,42,68,8,155,384,4068,5.2,9.3,14.5,19
1977-03-18,Trencin,,SVK,SVK,81,250,1996,3,56,L,1997,40,20,8465009,ZDENO.CHARA,Zdeno Chara,Chara,Zdeno,D,BOS,73,7,17,7,24,12,61,0.33,-8.7,8.5,22,11.9,60,1804,100317,1672,1671.95,1672,22.9,38.2,31.20%,323,323,323,210,210,144,93,14,5,24,29,7.85,55.9653,135.3,458.3,16.4,443,498,683,39.30%,141,141,102,39,66,74,42,118,8.50%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,1,0,0,4,0,3,11,52,6,0,58,18,0,1,61,26,12,27,25,2,13,12,1,-14,-6.8,24,2,0,0,0,1460,1687,1123,1272,803,914,71.76,83.14,77,85,9.60%,0.907,1.003,1469,1687,1131,1273,810,915,77,85,741,832,275,331,36,51,101,107,1.1,5.2,6.3,40.4,0.55,3.3138,0.01,0.08,0.09,,,,321,7.6,3.00%,18,22.6,112.9,9,Upper body,439,M-NTC,UFA,"$4,000,000","$4,000,000",1423,195,433,628,240,1839,3086,34197,49.5,89.4,139,18
1992-03-20,South St.Paul,MN,USA,USA,72,215,2010,2,37,R,2011,25,7,8475753,JUSTIN.FAULK,Justin Faulk,Faulk,Justin,D,CAR,76,8,23,9,31,10,34,0.41,-5.4,10.7,-26,5.4,48,1987,101541,1692.4,1692.35,1692,22.27,36.72,36.90%,446,421,446,294,294,211,148,26,9,32,41,12.65,45.9242,127.5,573.5,20.3,742,529,432,63.20%,128,128,93,35,83,66,63,90,7.80%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,4,1,0,0,3,0,7,9,67,5,0,77,67,4,0,58,24,16,24,24,0,14,14,0,-8,-4.5,24,0,0,0,0,2034,1370,1478,1059,1059,766,107.57,72.93,84,88,7.90%,0.885,0.964,2045,1369,1487,1058,1068,765,84,88,1021,699,407,285,50,48,78,105,1.9,2.1,4,50.3,0.66,3.2972,0.18,-0.09,0.09,1,0,0,266,8,4.00%,26.2,30.1,120.7,7,"Undisclosed, Upper body",372,,UFA,"$5,500,000","$4,833,333",477,74,149,223,-109,218,1187,11169,19.3,18.7,38,26.2
1991-05-09,Hamilton,ON,CAN,CAN,75,219,2009,4,120,L,2013,26,5,8475279,BEN.CHIAROT,Ben Chiarot,Chiarot,Ben,D,WPG,57,2,12,7,14,17,77,0.25,3.9,4.5,15,1.2,32,1058,52244,870.6,870.55,871,15.28,25.76,35.00%,132,132,132,84,84,57,35,0,1,7,8,2.12,60.6491,144.5,276.5,19.1,279,302,296,48.50%,105,105,99,6,27,34,10,75,10.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,24,1,1,28,4,0,0,23,16,4,16,16,0,3,3,0,-12,-6.4,16,0,0,0,0,770,910,580,672,405,492,32.51,42.05,40,34,9.90%,0.931,1.03,769,909,580,671,407,491,40,34,335,428,142,158,17,16,63,61,0.6,2.8,3.4,16.7,0.29,0.5565,0,-0.38,-0.38,,,,212,7.2,1.10%,10.8,12.7,115.8,,,,,UFA,"$1,200,000","$1,400,000",227,7,37,44,10,130,217,3478,1.2,6.9,8.2,10.8
1998-06-07,Woodbridge,ON,CAN,CAN,69,184,2016,4,100,L,2017,19,1,8479376,VICTOR.METE,Victor Mete,Mete,Victor,D,MTL,49,0,7,5,7,21,47,0.14,0,2.2,5,11.5,4,1051,45824,763.7,763.73,764,15.59,26.02,18.40%,97,97,97,62,62,43,31,9,4,7,11,2.35,42.0233,107.3,204.3,16.1,259,253,169,60.50%,1,1,84,-83,19,53,6,71,12.70%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,7,4,0,0,31,2,4,2,2,0,4,4,0,2,5.4,2,0,0,0,0,791,704,591,488,444,346,41.22,27.48,38,29,8.60%,0.916,1.002,797,705,591,488,444,346,38,29,406,323,191,100,25,16,40,60,-0.2,2.2,2,11.6,0.24,0.0754,0.56,0.39,0.95,,,,76,3.5,0.00%,6.6,8.1,117.4,18,Finger,191,,RFA,"$742,500","$748,333",49,0,7,7,5,4,43,764,-0.2,2.2,2,6.6
1993-05-17,Montreal,QC,CAN,CAN,72,195,2013,7,198,L,2017,24,1,8477337,JOHN.GILMOUR,John Gilmour,Gilmour,John,D,NYR,28,2,3,1,5,25,48,0.18,0,1.9,-11,-4,14,671,28856,480.9,480.93,481,17.18,28.51,22.70%,129,129,129,88,88,61,45,7,1,10,11,3.19,46.8689,25.4,154.4,19.3,198,131,135,59.50%,27,27,31,-4,27,29,11,27,6.70%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,5,20,2,0,16,4,1,0,38,7,2,7,7,0,2,2,0,-5,-4.9,7,0,0,0,0,514,477,393,374,274,279,26.14,26.82,22,30,8.00%,0.892,0.973,518,478,398,375,277,280,21,30,269,251,117,112,14,18,28,32,0.1,0.2,0.4,7,0.25,0.3128,0.54,-0.15,0.39,,,,68,5.4,2.60%,3.6,4,123.6,,,,,RFA,"$742,500","$742,500",28,2,3,5,-11,14,61,481,0.1,0.2,0.4,3.6
1994-01-07,Ottawa,ON,CAN,CAN,72,212,2013,7,206,R,2016,24,2,8477346,MACKENZIE.WEEGAR,MacKenzie Weegar,Weegar,MacKenzie,D,FLA,60,2,6,2,8,20,70,0.13,8,2.7,5,2,32,1153,52460,874.3,874.33,874,14.57,24.65,32.00%,133,133,133,83,83,58,31,4,2,10,12,2.32,52.0862,62.6,195.6,13.4,292,316,216,57.50%,108,108,100,8,25,53,25,69,11.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,23,4,0,33,6,0,0,15,13,9,13,11,2,12,10,2,-4,3,11,2,0,0,0,840,757,637,541,472,399,36.53,32.44,25,19,5.30%,0.952,1.005,840,760,637,542,472,400,24,19,387,347,162,126,12,11,75,66,-0.1,2.2,2.1,15.7,0.26,0.4815,0.15,0.19,0.34,,,,211,12.1,1.10%,4.8,8.6,109.6,,,,M-NTC,RFA,"$675,000","$675,000",63,2,6,8,5,36,61,927,-0.1,2.3,2.2,4.8
1998-05-12,Roberval,QC,CAN,CAN,70,162,2016,2,47,L,2017,19,1,8479398,SAMUEL.GIRARD,Samuel Girard,Girard,Samuel,D,"NSH, COL",73,4,19,9,23,0,0,0.32,0,7.7,-11,-4.7,8,1609,77299,1288.3,1288.33,1289,17.65,29.47,36.50%,171,171,171,120,120,84,50,4,2,10,12,3.69,53.7738,136.9,307.9,14.3,492,396,327,60.10%,46,46,89,-43,36,31,13,69,7.50%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,1,34,3,0,45,5,0,0,31,4,16,4,4,0,15,15,0,12,16.9,4,0,0,0,0,1253,1131,910,851,674,621,53.43,50.17,63,54,9.30%,0.913,1.007,1257,1129,914,849,676,619,62,54,620,532,218,220,30,32,90,112,1.2,1.8,3,21.8,0.3,0.6917,0.09,0.07,0.15,,,,123,14.8,7.70%,22.2,26.4,111,,,,,RFA,"$742,500","$728,333",73,4,19,23,-11,8,84,1288,1.2,1.8,3,22.2
1995-01-06,Sun Prairie,WI,USA,USA,70,190,2013,5,123,L,2017,23,1,8477355,WILL.BUTCHER,Will Butcher,Butcher,Will,D,NJD,81,5,39,19,44,4,49,0.54,0,14.8,1,12,8,1679,78072,1301.1,1301.2,1301,16.06,26.97,52.40%,239,239,239,153,153,88,85,11,3,16,19,5.9,50.1136,272.4,511.4,23.6,572,341,232,71.10%,21,21,70,-49,65,36,20,62,7.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,2,3,4,56,0,0,22,29,0,0,37,4,4,3,3,0,3,3,0,0,5.9,4,0,0,0,0,1483,1027,1171,784,829,550,79.23,49.7,84,51,10.10%,0.907,1.009,1484,1029,1172,786,828,552,84,51,772,474,308,178,45,28,75,70,3.6,3,6.6,43.6,0.54,1.4378,0.65,0.51,1.17,1,0,0,91,10.3,2.10%,43.2,45.2,115.7,,,,,RFA,"$925,000","$925,000",81,5,39,44,1,8,88,1301,3.6,3,6.6,43.2
1991-06-08,Keswick,ON,CAN,CAN,71,191,,,,L,2015,26,3,8477810,JOEL.HANLEY,Joel Hanley,Hanley,Joel,D,ARI,5,0,0,0,0,30,65,0,-1.8,0,0,-0.3,0,89,3339,55.7,55.65,56,11.13,18.72,0.00%,8,8,8,7,7,2,2,1,0,1,1,0.3,53,0,8,8.6,16,11,9,64.00%,1,1,4,-3,5,0,0,4,9.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,59,54,47,39,31,28,2.72,2.47,3,3,9.70%,0.893,0.99,60,54,48,39,32,28,3,3,30,23,17,16,2,2,4,5,-0.1,0.1,0.1,0.5,0.09,0.0008,0,0,0,,,,5,0,0.00%,0,0.1,121.8,,,,,UFA,"$725,000","$725,000",22,0,6,6,-3,4,17,287,0.3,0.4,0.7,0
1981-07-18,Schwenningen,,DEU,DEU,72,199,2001,6,172,L,2002,36,15,8469619,DENNIS.SEIDENBERG,Dennis Seidenberg,Seidenberg,Dennis,D,NYI,28,0,5,3,5,22,80,0.18,-3.3,1.4,-9,-8.4,17,577,30043,500.7,500.72,501,17.88,30.07,26.30%,62,63,63,43,44,31,21,3,0,5,5,1.31,57.0323,62.3,124.3,14.9,117,151,198,37.10%,65,65,44,21,13,18,2,43,8.00%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,14,2,1,0,13,7,2,7,6,1,3,2,1,-5,-1.1,6,1,0,0,0,396,643,304,492,222,365,18.38,31.46,19,39,8.60%,0.893,0.979,398,641,305,490,223,365,19,39,215,363,89,141,12,25,32,30,-0.1,0.1,0,-1.8,-0.06,0.1448,0.03,-0.94,-0.91,,,,126,11.2,0.00%,3.3,4.8,124.5,,,,,UFA,"$1,250,000","$1,250,000",859,44,207,251,39,359,1430,17815,10.9,38.2,49.1,3.3
1994-07-27,Viking,AB,CAN,CAN,77,208,2013,5,137,L,2017,23,1,8477369,CARSON.SOUCY,Carson Soucy,Soucy,Carson,D,MIN,3,0,0,0,0,33,76,0,0,0,-2,0.7,2,63,2672,44.5,44.53,45,14.84,24.76,0.00%,5,5,5,4,4,4,1,0,0,0,0,0.06,55.75,0,5,6.7,14,20,15,48.30%,4,4,3,1,0,0,1,3,8.60%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,1,1,0,3,3,0,2,2.2,1,0,0,0,0,36,42,26,32,23,22,1.16,1.28,0,2,0.00%,0.909,0.909,35,42,25,32,22,22,0,2,18,16,7,4,0,1,1,3,-0.1,-0.1,-0.1,0.3,0.08,0.0042,0,0,0,,,,9,5,0.00%,-0.2,0.4,105.1,,,,,RFA,"$925,000","$925,000",3,0,0,0,-2,2,4,45,-0.1,-0.1,-0.1,-0.2
1990-09-21,St. Paul,MN,USA,USA,72,194,2009,5,150,R,2016,27,2,8475324,NICK.JENSEN,Nick Jensen,Jensen,Nick,D,DET,81,0,15,7,15,16,48,0.19,-6.5,4.4,-8,-1.4,27,1853,79002,1316.7,1303.03,1317,16.26,27.3,34.10%,196,197,197,135,136,107,60,11,8,7,15,3.94,51.6355,179.2,375.2,17.3,328,398,419,43.90%,71,71,180,-109,29,54,25,88,8.60%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,6,1,47,4,3,0,46,12,10,12,11,1,11,10,1,-2,2.2,11,1,0,0,0,1089,1233,839,930,608,677,46.28,62,44,67,7.20%,0.901,0.973,1104,1244,847,936,617,682,44,67,525,609,198,236,28,41,73,67,-0.1,2.5,2.4,21.8,0.27,0.3478,-0.77,0.58,-0.19,,,,187,8.7,0.00%,12.3,15.4,106.9,,,,,UFA,"$800,000","$812,500",130,4,24,28,-15,39,166,2187,0.7,4,4.7,12.3
1985-10-12,Calgary,AB,CAN,CAN,73,207,2004,1,29,R,2005,32,13,8471242,MIKE.GREEN,Mike Green,Green,Mike,D,DET,66,8,25,7,33,6,30,0.5,-6.5,11.3,-14,-6.3,38,1873,87445,1457.4,1435.58,1457,22.08,36.51,55.90%,277,279,279,183,184,132,108,18,4,11,15,8.11,47.9091,133.6,410.6,17.2,609,499,410,59.80%,78,77,126,-49,52,68,29,74,7.10%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,4,0,2,2,48,3,1,47,22,2,0,57,19,6,17,17,0,5,5,0,-13,-0.5,19,0,0,0,0,1411,1268,1063,963,781,693,67.12,62.8,59,60,7.60%,0.913,0.989,1425,1293,1078,981,790,708,60,60,673,656,251,258,31,29,102,86,2.4,2.4,4.7,25.5,0.39,1.7883,-0.15,-0.29,-0.44,,,,190,5.6,4.90%,29.2,32.9,112,13,"Lower body, Neck",854,,UFA,"$6,000,000","$6,000,000",787,142,322,464,18,532,1750,17374,45.5,34.9,80.4,29.2
1994-04-07,Richmond,BC,CAN,CAN,70,190,,,,R,2016,23,2,8479442,TROY.STECHER,Troy Stecher,Stecher,Troy,D,VAN,68,1,10,6,11,17,44,0.16,-12,3.5,-7,-6.5,35,1628,76751,1279.2,1279.15,1279,18.81,31.42,22.90%,213,213,213,137,137,94,69,7,7,11,18,3.82,48.7234,140.4,353.4,16.6,353,418,425,45.40%,111,111,111,0,43,27,22,75,6.90%,0,1,0.00%,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,5,37,3,1,12,12,0,1,65,16,14,16,15,1,15,14,1,-2,3.3,15,1,0,0,0,1116,1302,855,1007,617,714,46.28,60.17,48,64,7.80%,0.91,0.988,1117,1298,855,1003,619,711,49,64,532,686,194,243,30,32,85,72,-0.4,2.4,2.1,13,0.19,0.7945,0.02,-0.16,-0.14,,,,222,8.9,0.60%,7.5,11.7,113.4,14,Leg,158,,RFA,"$925,000","$925,000",139,4,31,35,-23,60,219,2698,0.9,4.8,5.7,7.5
1991-10-29,Moscow,,RUS,RUS,74,195,,,,R,2016,26,2,8479458,NIKITA.ZAITSEV,Nikita Zaitsev,Zaitsev,Nikita,D,TOR,60,5,8,5,13,15,56,0.22,-13.3,4.9,8,0.1,31,1706,79983,1333.1,1333.05,1333,22.22,36.75,21.00%,165,166,166,83,83,54,46,7,3,8,11,2.54,63.1296,98.8,263.8,11.9,368,453,597,38.10%,113,113,106,7,29,76,21,134,10.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,2,26,3,0,10,17,1,0,23,14,4,14,13,1,5,4,1,-10,-0.9,13,1,0,0,0,1110,1511,801,1169,568,827,57.16,76.89,62,70,10.90%,0.915,1.025,1109,1513,798,1170,563,828,61,70,605,763,226,270,34,37,69,58,0.2,3.1,3.3,13.7,0.23,2.0702,0.09,-0.18,-0.09,,,,279,10.3,2.60%,9.9,12.8,118,21,"Illness, Lower body",1128,M-NTC,UFA,"$4,500,000","$4,500,000",142,9,40,49,-14,69,160,3139,2.5,4.4,6.9,9.9
1990-06-04,Prince George,BC,CAN,CAN,73,205,,,,L,2011,27,6,8475430,BRANDON.MANNING,Brandon Manning,Manning,Brandon,D,PHI,65,7,12,6,19,14,83,0.29,8,6.9,0,3.3,56,1519,70013,1166.9,1166.88,1167,17.95,30,45.20%,232,232,232,160,160,111,65,10,3,20,23,5.88,52.6396,158.6,390.6,20.1,289,407,368,44.00%,113,113,102,11,49,34,17,76,8.30%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,1,3,0,1,5,43,3,0,42,25,2,1,38,22,8,22,19,3,11,7,4,-14,-6.1,18,4,0,0,0,1036,1119,780,842,574,570,44.74,55.49,42,54,7.30%,0.905,0.978,1038,1118,782,843,575,571,43,54,482,577,187,232,28,33,95,90,1.2,2.3,3.5,23.8,0.37,1.9645,0.06,-0.27,-0.21,,,,249,7.2,3.60%,13.4,17.8,110.8,4,Undisclosed,195,,UFA,"$1,000,000","$975,000",207,11,32,43,-2,212,283,3599,1.2,7.8,9,13.4
1985-07-30,Grand Rapids,MN,USA,USA,71,185,2004,2,61,L,2007,32,11,8471274,ALEX.GOLIGOSKI,Alex Goligoski,Goligoski,Alex,D,ARI,78,12,23,16,35,6,30,0.45,-2.9,12.8,-31,-11.1,26,2225,108938,1813.9,1813.85,1816,23.28,38.35,53.00%,276,279,279,173,173,119,85,18,7,15,22,5.85,52.2773,407.4,683.4,22.6,527,565,650,44.80%,114,114,114,0,54,66,16,154,9.50%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,1,3,3,0,0,4,1,3,2,48,6,2,28,11,1,1,70,12,7,13,13,0,7,7,0,-5,1.4,12,0,0,0,0,1667,1938,1221,1474,864,1003,74.93,97.71,66,99,7.60%,0.901,0.978,1670,1941,1222,1476,861,1006,66,100,817,956,330,401,35,52,102,108,2.6,2.2,4.8,24.2,0.31,3.4341,0.48,-0.42,0.06,1,1,1,294,10.8,6.50%,32.4,35.3,119.2,4,Illness,195,NTC,UFA,"$6,100,000","$5,475,000",722,73,275,348,28,254,1164,16439,26.3,35.2,61.5,32.4
1995-01-12,Hamilton,ON,CAN,CAN,78,222,2013,4,108,L,2015,23,3,8477433,BEN.HARPUR,Ben Harpur,Harpur,Ben,D,OTT,41,0,1,1,1,35,61,0.02,-2.7,0.3,-21,-7,21,874,36620,610.3,610.33,610,14.89,25.07,9.10%,70,70,70,41,41,26,17,3,2,5,7,0.97,78.2692,44.7,114.7,11.3,144,208,262,35.50%,71,71,62,9,15,19,8,35,6.20%,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,2,0,0,21,9,5,8,7,1,6,5,1,-4,1.4,8,1,0,0,0,535,701,379,528,282,367,19.04,34.96,11,43,3.90%,0.883,0.922,539,701,383,528,284,367,11,42,251,373,91,151,7,22,41,43,-0.7,-0.3,-0.9,-3.8,-0.09,0.0122,-0.02,-0.37,-0.39,,,,128,9.9,0.00%,-1.1,1.3,121.5,4,Shoulder,195,,RFA,"$650,000","$653,333",52,0,2,2,-21,23,32,785,-0.8,0.1,-0.7,-1.1
